thisBlock,leftnum,rightnum,leftsize,rightsize,condition,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionstxt.started,start_resp.started,start_resp.keys,start_resp.rt,blocktxt.started,block_resp.started,block_resp.keys,block_resp.rt,left.started,right.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,fbtxt.started,fbtxt.stopped,byetxt.started,byetxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
conditions1.xlsx,2,6,0.1,0.05,incongruent,right,0,0,0,0,2,1,9,2,,,,,,,,,24.088016099995002,24.088016099995002,24.088016099995002,right,1,0.37062430020887405,24.488091999897733,25.488993399892934,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,6,2,0.1,0.05,congruent,left,0,0,0,0,2,2,10,1,,,,,,,,,25.488993399892934,25.488993399892934,25.488993399892934,left,1,0.31395780004095286,25.822438299888745,26.82332799991127,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,2,6,0.05,0.1,congruent,right,0,0,0,0,2,3,11,0,,,,,,,,,26.82332799991127,26.82332799991127,26.82332799991127,right,1,0.7809093000832945,27.62412879988551,28.624919199966826,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,2,6,0.05,0.1,congruent,right,0,0,0,0,3,0,12,0,,,,,,,,,28.624919199966826,28.624919199966826,28.624919199966826,right,1,0.5865405001677573,29.24213059991598,30.242826799978502,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,2,6,0.1,0.05,incongruent,right,0,0,0,0,3,1,13,2,,,,,,,,,30.242826799978502,30.242826799978502,30.242826799978502,right,1,0.5358273000456393,30.809912299970165,31.810861599980853,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,6,2,0.1,0.05,congruent,left,0,0,0,0,3,2,14,1,,,,,,,,,31.810861599980853,31.810861599980853,31.810861599980853,left,1,0.5047016001772135,32.34494629991241,33.34550679998938,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,6,2,0.05,0.1,incongruent,left,0,0,0,0,3,3,15,3,,,,,,,,,33.34550679998938,33.34550679998938,33.34550679998938,left,1,0.5062322000740096,33.87934789992869,34.88003379991278,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,2,6,0.1,0.05,incongruent,right,0,0,0,0,4,0,16,2,,,,,,,,,34.88003379991278,34.88003379991278,34.88003379991278,right,1,0.570917300065048,35.48031249991618,36.48127579991706,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,6,2,0.1,0.05,congruent,left,0,0,0,0,4,1,17,1,,,,,,,,,36.48127579991706,36.48127579991706,36.48127579991706,left,1,0.3694635001011193,36.88183209998533,37.8825891999295,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,6,2,0.05,0.1,incongruent,left,0,0,0,0,4,2,18,3,,,,,,,,,37.8825891999295,37.8825891999295,37.8825891999295,left,1,0.392792500089854,38.29978079989087,39.300378699903376,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions1.xlsx,2,6,0.05,0.1,congruent,right,0,0,0,0,4,3,19,0,,,,,,,,,39.300378699903376,39.300378699903376,39.300378699903376,right,1,0.41471630008891225,39.734152099932544,40.735396299976856,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,0,0,0,0,,,,,40.735396299976856,40.735396299976856,space,0.9558158001163974,41.72833739989437,41.72833739989437,41.72833739989437,right,1,0.7867903001606464,42.5362459999742,43.53714539995417,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,0,1,1,1,,,,,,,,,43.53714539995417,43.53714539995417,43.53714539995417,left,1,0.3455418001394719,43.90434829995502,44.90512499993201,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,0,2,2,2,,,,,,,,,44.90512499993201,44.90512499993201,44.90512499993201,right,1,0.40167390007991344,45.33877179992851,46.33983869990334,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,0,3,3,3,,,,,,,,,46.33983869990334,46.33983869990334,46.33983869990334,left,1,0.28785410011187196,46.65651899995282,47.657159599941224,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,1,0,4,1,,,,,,,,,47.657159599941224,47.657159599941224,47.657159599941224,left,1,0.47417080018203706,48.1576770999236,49.1584514999995,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,1,1,5,3,,,,,,,,,49.1584514999995,49.1584514999995,49.1584514999995,left,1,0.34970730007626116,49.525512199965306,50.52683459990658,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,1,2,6,2,,,,,,,,,50.52683459990658,50.52683459990658,50.52683459990658,right,1,0.42043040005955845,50.976725499960594,51.97763589990791,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,1,3,7,0,,,,,,,,,51.97763589990791,51.97763589990791,51.97763589990791,right,1,0.46617270016577095,52.46147979993839,53.46205159998499,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,2,0,8,3,,,,,,,,,53.46205159998499,53.46205159998499,53.46205159998499,right,0,0.42934730008710176,53.91221159999259,54.91350029991008,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,2,1,9,1,,,,,,,,,54.91350029991008,54.91350029991008,54.91350029991008,left,1,0.40280840010382235,55.347068499890156,56.347821199917234,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,2,2,10,2,,,,,,,,,56.347821199917234,56.347821199917234,56.347821199917234,right,1,0.6636731000617146,57.03206689993385,58.03232469991781,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,2,3,11,0,,,,,,,,,58.03232469991781,58.03232469991781,58.03232469991781,right,1,0.3864883001660928,58.4497014998924,59.45053639996331,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,3,0,12,2,,,,,,,,,59.45053639996331,59.45053639996331,59.45053639996331,right,1,0.37604760006070137,59.85074119991623,60.85172399994917,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,3,1,13,0,,,,,,,,,60.85172399994917,60.85172399994917,60.85172399994917,right,1,0.3202799001010135,61.20179789990652,62.202801599982195,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,3,2,14,3,,,,,,,,,62.202801599982195,62.202801599982195,62.202801599982195,right,0,0.2889137001475319,62.51961509999819,63.52057099994272,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,3,3,15,1,,,,,,,,,63.52057099994272,63.52057099994272,63.52057099994272,left,1,0.2988210000330582,63.83738819998689,64.83805839996785,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,4,0,16,2,,,,,,,,,64.83805839996785,64.83805839996785,64.83805839996785,right,1,0.3341681001475081,65.18860909994692,66.18971899989992,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,4,1,17,1,,,,,,,,,66.18971899989992,66.18971899989992,66.18971899989992,right,0,0.3174369001062587,66.53963389992714,67.54035699996166,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,4,2,18,0,,,,,,,,,67.54035699996166,67.54035699996166,67.54035699996166,left,0,0.31182050018105656,67.87419139989652,68.87493879999965,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,4,3,19,3,,,,,,,,,68.87493879999965,68.87493879999965,68.87493879999965,left,1,0.4408237001625821,69.34206959989388,70.34281059994828,,,850000,001,2023-01-27_15h36.40.741,numberstroop,2022.2.4,59.867190602753816,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.34281059994828,71.34379019995686,,,,,,,
