thisBlock,leftnum,rightnum,leftsize,rightsize,condition,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionstxt.started,start_resp.started,start_resp.keys,start_resp.rt,blocktxt.started,block_resp.started,block_resp.keys,block_resp.rt,left.started,right.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,fbtxt.started,fbtxt.stopped,byetxt.started,byetxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,2,3,11,0,,,,,,,,,55.3178351999959,55.3178351999959,55.3178351999959,right,1,0.3957210999215022,55.73477970005479,56.73605319997296,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,3,0,12,0,,,,,,,,,56.73605319997296,56.73605319997296,56.73605319997296,right,1,0.3695770000340417,57.136092200060375,58.13684579997789,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,3,1,13,2,,,,,,,,,58.13684579997789,58.13684579997789,58.13684579997789,right,1,0.35340669995639473,58.52063030004501,59.52145390002988,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,3,2,14,1,,,,,,,,,59.52145390002988,59.52145390002988,59.52145390002988,left,1,0.4805922000668943,60.021893099998124,61.02279030007776,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,3,3,15,3,,,,,,,,,61.02279030007776,61.02279030007776,61.02279030007776,left,1,0.46756559994537383,61.52303729997948,62.52381430007517,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,4,0,16,1,,,,,,,,,62.52381430007517,62.52381430007517,62.52381430007517,left,1,0.5257580999750644,63.07432949997019,64.07529950002208,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,4,1,17,2,,,,,,,,,64.07529950002208,64.07529950002208,64.07529950002208,right,1,0.5266349000157788,64.62561350001488,65.62669130007271,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
conditions2.xlsx,2,6,0.1,0.1,neutral,right,0,1,1,1,4,2,18,0,,,,,,,,,65.62669130007271,65.62669130007271,65.62669130007271,right,1,0.5749209999339655,66.2269109999761,67.22801580000669,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
conditions2.xlsx,6,2,0.1,0.1,neutral,left,0,1,1,1,4,3,19,3,,,,,,,,,67.22801580000669,67.22801580000669,67.22801580000669,left,1,0.4708561999723315,67.72823330003303,68.72894359997008,,,990492,001,2023-01-27_16h54.04.641,numberstroop,2022.2.4,60.064497272800374,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.72894359997008,69.7299980999669,,,,,,,
