participante,media_rt_congruente,media_rt_incongruente,media_rt_neutro
990492.0,0.41501493998803196,0.42691210997290907,0.42584776498842986
850000.0,0.50446889011655,0.517305810097605,0.4051484901166987
108174.0,0.4886719599948265,0.5603035299805924,0.465796080022119
